key,truth,prediction
2481,"{'heading': '295', 'target': 'purple camouflage helicopter', 'tool': 'EMP'}","{'heading': '295', 'tool': 'emp', 'target': 'purple camouflage helicopter'}"
2482,"{'heading': '170', 'target': 'white and grey light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '170', 'tool': 'electromagnetic pulse', 'target': 'white and grey light aircraft'}"
2483,"{'heading': '010', 'target': 'red and brown commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '010', 'tool': 'surface - to - air missiles', 'target': 'red and brown commercial aircraft'}"
2484,"{'heading': '325', 'target': 'blue helicopter', 'tool': 'EMP'}","{'heading': '325', 'tool': 'emp', 'target': 'blue helicopter'}"
2485,"{'heading': '190', 'target': 'green, blue, and black fighter jet', 'tool': 'machine gun'}","{'heading': '190', 'tool': 'machine gun', 'target': 'green, blue, and black fighter jet'}"
2486,"{'heading': '285', 'target': 'white and orange commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '285', 'tool': 'interceptor jets', 'target': 'white and orange commercial aircraft'}"
2487,"{'heading': '125', 'target': 'orange and blue commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '125', 'tool': 'anti - air artillery', 'target': 'orange and blue commercial aircraft'}"
2488,"{'heading': '320', 'target': 'red drone', 'tool': 'electromagnetic pulse'}","{'heading': '320', 'tool': 'electromagnetic pulse', 'target': 'red drone'}"
2489,"{'heading': '010', 'target': 'white helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '010', 'tool': 'electromagnetic pulse', 'target': 'white helicopter'}"
2490,"{'heading': '045', 'target': 'orange, grey, and green helicopter', 'tool': 'machine gun'}","{'heading': '045', 'tool': 'machine gun', 'target': 'orange, grey, and green helicopter'}"
2491,"{'heading': '100', 'target': 'brown and grey light aircraft', 'tool': 'EMP'}","{'heading': '100', 'tool': 'emp', 'target': 'brown and grey light aircraft'}"
2492,"{'heading': '050', 'target': 'grey cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '050', 'tool': 'surface - to - air missiles', 'target': 'grey cargo aircraft'}"
2493,"{'heading': '035', 'target': 'grey, purple, and black commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '035', 'tool': 'interceptor jets', 'target': 'grey, purple, and black commercial aircraft'}"
2494,"{'heading': '225', 'target': 'brown helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '225', 'tool': 'surface - to - air missiles', 'target': 'brown helicopter'}"
2495,"{'heading': '085', 'target': 'orange and green light aircraft', 'tool': 'machine gun'}","{'heading': '085', 'tool': 'machine gun', 'target': 'orange and green light aircraft'}"
2496,"{'heading': '080', 'target': 'green fighter plane', 'tool': 'interceptor jets'}","{'heading': '080', 'tool': 'interceptor jets', 'target': 'green fighter plane'}"
2497,"{'heading': '330', 'target': 'white and blue cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '330', 'tool': 'anti - air artillery', 'target': 'white and blue cargo aircraft'}"
2498,"{'heading': '330', 'target': 'white fighter plane', 'tool': 'machine gun'}","{'heading': '330', 'tool': 'machine gun', 'target': 'white fighter plane'}"
2499,"{'heading': '170', 'target': 'silver camouflage drone', 'tool': 'electromagnetic pulse'}","{'heading': '170', 'tool': 'electromagnetic pulse', 'target': 'silver camouflage drone'}"
2500,"{'heading': '080', 'target': 'red, silver, and purple light aircraft', 'tool': 'machine gun'}","{'heading': '080', 'tool': 'machine gun', 'target': 'red, silver, and purple light aircraft'}"
2501,"{'heading': '040', 'target': 'black commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '040', 'tool': 'interceptor jets', 'target': 'black commercial aircraft'}"
2502,"{'heading': '005', 'target': 'green and red missile', 'tool': 'anti-air artillery'}","{'heading': '005', 'tool': 'anti - air artillery', 'target': 'green and red missile'}"
2503,"{'heading': '230', 'target': 'orange light aircraft', 'tool': 'machine gun'}","{'heading': '230', 'tool': 'machine gun', 'target': 'orange light aircraft'}"
2504,"{'heading': '325', 'target': 'white camouflage fighter plane', 'tool': 'anti-air artillery'}","{'heading': '325', 'tool': 'anti - air artillery', 'target': 'white camouflage fighter plane'}"
2505,"{'heading': '050', 'target': 'orange and yellow missile', 'tool': 'machine gun'}","{'heading': '050', 'tool': 'machine gun', 'target': 'orange and yellow missile'}"
2506,"{'heading': '110', 'target': 'green cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '110', 'tool': 'surface - to - air missiles', 'target': 'green cargo aircraft'}"
2507,"{'heading': '200', 'target': 'orange, brown, and red light aircraft', 'tool': 'machine gun'}","{'heading': '200', 'tool': 'machine gun', 'target': 'orange, brown, and red light aircraft'}"
2508,"{'heading': '105', 'target': 'purple fighter jet', 'tool': 'anti-air artillery'}","{'heading': '105', 'tool': 'anti - air artillery', 'target': 'purple fighter jet'}"
2509,"{'heading': '075', 'target': 'green missile', 'tool': 'EMP'}","{'heading': '075', 'tool': 'emp', 'target': 'green missile'}"
2510,"{'heading': '195', 'target': 'brown, green, and red drone', 'tool': 'machine gun'}","{'heading': '195', 'tool': 'machine gun', 'target': 'brown, green, and red drone'}"
2511,"{'heading': '320', 'target': 'silver, red, and brown helicopter', 'tool': 'machine gun'}","{'heading': '320', 'tool': 'machine gun', 'target': 'silver, red, and brown helicopter'}"
2512,"{'heading': '290', 'target': 'yellow fighter plane', 'tool': 'machine gun'}","{'heading': '290', 'tool': 'machine gun', 'target': 'yellow fighter plane'}"
2513,"{'heading': '105', 'target': 'red and green cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '105', 'tool': 'anti - air artillery', 'target': 'red and green cargo aircraft'}"
2514,"{'heading': '055', 'target': 'black and orange fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '055', 'tool': 'electromagnetic pulse', 'target': 'black and orange fighter jet'}"
2515,"{'heading': '285', 'target': 'yellow and green fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '285', 'tool': 'electromagnetic pulse', 'target': 'yellow and green fighter jet'}"
2516,"{'heading': '300', 'target': 'orange and grey drone', 'tool': 'drone catcher'}","{'heading': '300', 'tool': 'drone catcher', 'target': 'orange and grey drone'}"
2517,"{'heading': '145', 'target': 'red and yellow drone', 'tool': 'anti-air artillery'}","{'heading': '145', 'tool': 'anti - air artillery', 'target': 'red and yellow drone'}"
2518,"{'heading': '095', 'target': 'red and black fighter plane', 'tool': 'machine gun'}","{'heading': '095', 'tool': 'machine gun', 'target': 'red and black fighter plane'}"
2519,"{'heading': '035', 'target': 'blue and black helicopter', 'tool': 'machine gun'}","{'heading': '035', 'tool': 'machine gun', 'target': 'blue and black helicopter'}"
2520,"{'heading': '150', 'target': 'yellow and purple commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '150', 'tool': 'interceptor jets', 'target': 'yellow and purple commercial aircraft'}"
2521,"{'heading': '195', 'target': 'silver, orange, and green fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '195', 'tool': 'electromagnetic pulse', 'target': 'silver, orange, and green fighter plane'}"
2522,"{'heading': '035', 'target': 'silver, grey, and white fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '035', 'tool': 'electromagnetic pulse', 'target': 'silver, grey, and white fighter plane'}"
2523,"{'heading': '230', 'target': 'purple light aircraft', 'tool': 'machine gun'}","{'heading': '230', 'tool': 'machine gun', 'target': 'purple light aircraft'}"
2524,"{'heading': '020', 'target': 'green and purple missile', 'tool': 'EMP'}","{'heading': '020', 'tool': 'emp', 'target': 'green and purple missile'}"
2525,"{'heading': '300', 'target': 'purple camouflage light aircraft', 'tool': 'machine gun'}","{'heading': '300', 'tool': 'machine gun', 'target': 'purple camouflage light aircraft'}"
2526,"{'heading': '130', 'target': 'yellow drone', 'tool': 'EMP'}","{'heading': '130', 'tool': 'emp', 'target': 'yellow drone'}"
2527,"{'heading': '115', 'target': 'brown light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '115', 'tool': 'electromagnetic pulse', 'target': 'brown light aircraft'}"
2528,"{'heading': '055', 'target': 'orange helicopter', 'tool': 'anti-air artillery'}","{'heading': '055', 'tool': 'anti - air artillery', 'target': 'orange helicopter'}"
2529,"{'heading': '035', 'target': 'orange drone', 'tool': 'EMP'}","{'heading': '035', 'tool': 'emp', 'target': 'orange drone'}"
2530,"{'heading': '070', 'target': 'black fighter plane', 'tool': 'machine gun'}","{'heading': '070', 'tool': 'machine gun', 'target': 'black fighter plane'}"
2531,"{'heading': '045', 'target': 'black, white, and green light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '045', 'tool': 'surface - to - air missiles', 'target': 'black, white, and green light aircraft'}"
2532,"{'heading': '210', 'target': 'green, blue, and black light aircraft', 'tool': 'EMP'}","{'heading': '210', 'tool': 'emp', 'target': 'green, blue, and black light aircraft'}"
2533,"{'heading': '075', 'target': 'grey and yellow drone', 'tool': 'drone catcher'}","{'heading': '075', 'tool': 'drone catcher', 'target': 'grey and yellow drone'}"
2534,"{'heading': '135', 'target': 'red, green, and purple fighter jet', 'tool': 'machine gun'}","{'heading': '135', 'tool': 'machine gun', 'target': 'red, green, and purple fighter jet'}"
2535,"{'heading': '285', 'target': 'white, silver, and red helicopter', 'tool': 'anti-air artillery'}","{'heading': '285', 'tool': 'anti - air artillery', 'target': 'white, silver, and red helicopter'}"
2536,"{'heading': '265', 'target': 'red, green, and silver light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '265', 'tool': 'electromagnetic pulse', 'target': 'red, green, and silver light aircraft'}"
2537,"{'heading': '285', 'target': 'purple and yellow helicopter', 'tool': 'machine gun'}","{'heading': '285', 'tool': 'machine gun', 'target': 'purple and yellow helicopter'}"
2538,"{'heading': '325', 'target': 'black, purple, and red missile', 'tool': 'surface-to-air missiles'}","{'heading': '325', 'tool': 'surface - to - air missiles', 'target': 'black, purple, and red missile'}"
2539,"{'heading': '175', 'target': 'silver, white, and yellow fighter jet', 'tool': 'interceptor jets'}","{'heading': '175', 'tool': 'interceptor jets', 'target': 'silver, white, and yellow fighter jet'}"
2540,"{'heading': '275', 'target': 'green helicopter', 'tool': 'machine gun'}","{'heading': '275', 'tool': 'machine gun', 'target': 'green helicopter'}"
2541,"{'heading': '150', 'target': 'blue cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '150', 'tool': 'electromagnetic pulse', 'target': 'blue cargo aircraft'}"
2542,"{'heading': '045', 'target': 'grey, orange, and purple cargo aircraft', 'tool': 'EMP'}","{'heading': '045', 'tool': 'emp', 'target': 'grey, orange, and purple cargo aircraft'}"
2543,"{'heading': '175', 'target': 'green fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '175', 'tool': 'surface - to - air missiles', 'target': 'green fighter plane'}"
2544,"{'heading': '335', 'target': 'grey fighter plane', 'tool': 'interceptor jets'}","{'heading': '335', 'tool': 'interceptor jets', 'target': 'grey fighter plane'}"
2545,"{'heading': '035', 'target': 'grey cargo aircraft', 'tool': 'interceptor jets'}","{'heading': '035', 'tool': 'interceptor jets', 'target': 'grey cargo aircraft'}"
2546,"{'heading': '270', 'target': 'purple fighter plane', 'tool': 'EMP'}","{'heading': '270', 'tool': 'emp', 'target': 'purple fighter plane'}"
2547,"{'heading': '160', 'target': 'black, green, and grey drone', 'tool': 'anti-air artillery'}","{'heading': '160', 'tool': 'anti - air artillery', 'target': 'black, green, and grey drone'}"
2548,"{'heading': '120', 'target': 'red, purple, and silver light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '120', 'tool': 'electromagnetic pulse', 'target': 'red, purple, and silver light aircraft'}"
2549,"{'heading': '290', 'target': 'white helicopter', 'tool': 'machine gun'}","{'heading': '290', 'tool': 'machine gun', 'target': 'white helicopter'}"
2550,"{'heading': '100', 'target': 'black, purple, and grey commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '100', 'tool': 'anti - air artillery', 'target': 'black, purple, and grey commercial aircraft'}"
2551,"{'heading': '095', 'target': 'green and blue camouflage fighter jet', 'tool': 'EMP'}","{'heading': '095', 'tool': 'emp', 'target': 'green and blue camouflage fighter jet'}"
2552,"{'heading': '055', 'target': 'orange, yellow, and brown drone', 'tool': 'electromagnetic pulse'}","{'heading': '055', 'tool': 'electromagnetic pulse', 'target': 'orange, yellow, and brown drone'}"
2553,"{'heading': '205', 'target': 'blue fighter jet', 'tool': 'anti-air artillery'}","{'heading': '205', 'tool': 'anti - air artillery', 'target': 'blue fighter jet'}"
2554,"{'heading': '005', 'target': 'silver and blue light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '005', 'tool': 'surface - to - air missiles', 'target': 'silver and blue light aircraft'}"
2555,"{'heading': '130', 'target': 'brown and black commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '130', 'tool': 'anti - air artillery', 'target': 'brown and black commercial aircraft'}"
2556,"{'heading': '070', 'target': 'white, orange, and red cargo aircraft', 'tool': 'EMP'}","{'heading': '070', 'tool': 'emp', 'target': 'white, orange, and red cargo aircraft'}"
2557,"{'heading': '120', 'target': 'black and purple camouflage cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '120', 'tool': 'surface - to - air missiles', 'target': 'black and purple camouflage cargo aircraft'}"
2558,"{'heading': '180', 'target': 'green and orange fighter jet', 'tool': 'interceptor jets'}","{'heading': '180', 'tool': 'interceptor jets', 'target': 'green and orange fighter jet'}"
2559,"{'heading': '330', 'target': 'grey and brown fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '330', 'tool': 'surface - to - air missiles', 'target': 'grey and brown fighter plane'}"
2560,"{'heading': '150', 'target': 'grey, blue, and silver fighter jet', 'tool': 'interceptor jets'}","{'heading': '150', 'tool': 'interceptor jets', 'target': 'grey, blue, and silver fighter jet'}"
2561,"{'heading': '325', 'target': 'green and silver camouflage commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '325', 'tool': 'electromagnetic pulse', 'target': 'green and silver camouflage commercial aircraft'}"
2562,"{'heading': '195', 'target': 'brown and green commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '195', 'tool': 'anti - air artillery', 'target': 'brown and green commercial aircraft'}"
2563,"{'heading': '095', 'target': 'orange and black missile', 'tool': 'machine gun'}","{'heading': '095', 'tool': 'machine gun', 'target': 'orange and black missile'}"
2564,"{'heading': '265', 'target': 'yellow commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '265', 'tool': 'surface - to - air missiles', 'target': 'yellow commercial aircraft'}"
2565,"{'heading': '265', 'target': 'grey and black drone', 'tool': 'surface-to-air missiles'}","{'heading': '265', 'tool': 'surface - to - air missiles', 'target': 'grey and black drone'}"
2566,"{'heading': '130', 'target': 'yellow and grey fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '130', 'tool': 'electromagnetic pulse', 'target': 'yellow and grey fighter plane'}"
2567,"{'heading': '320', 'target': 'blue missile', 'tool': 'surface-to-air missiles'}","{'heading': '320', 'tool': 'surface - to - air missiles', 'target': 'blue missile'}"
2568,"{'heading': '305', 'target': 'blue and black camouflage missile', 'tool': 'surface-to-air missiles'}","{'heading': '305', 'tool': 'surface - to - air missiles', 'target': 'blue and black camouflage missile'}"
2569,"{'heading': '270', 'target': 'brown drone', 'tool': 'anti-air artillery'}","{'heading': '270', 'tool': 'anti - air artillery', 'target': 'brown drone'}"
2570,"{'heading': '300', 'target': 'brown, red, and orange missile', 'tool': 'electromagnetic pulse'}","{'heading': '300', 'tool': 'electromagnetic pulse', 'target': 'brown, red, and orange missile'}"
2571,"{'heading': '240', 'target': 'orange and purple drone', 'tool': 'anti-air artillery'}","{'heading': '240', 'tool': 'anti - air artillery', 'target': 'orange and purple drone'}"
2572,"{'heading': '065', 'target': 'orange missile', 'tool': 'electromagnetic pulse'}","{'heading': '065', 'tool': 'electromagnetic pulse', 'target': 'orange missile'}"
2573,"{'heading': '320', 'target': 'purple and grey commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '320', 'tool': 'anti - air artillery', 'target': 'purple and grey commercial aircraft'}"
2574,"{'heading': '035', 'target': 'white, red, and blue light aircraft', 'tool': 'anti-air artillery'}","{'heading': '035', 'tool': 'anti - air artillery', 'target': 'white, red, and blue light aircraft'}"
2575,"{'heading': '175', 'target': 'blue missile', 'tool': 'electromagnetic pulse'}","{'heading': '175', 'tool': 'electromagnetic pulse', 'target': 'blue missile'}"
2576,"{'heading': '255', 'target': 'purple, brown, and green light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '255', 'tool': 'surface - to - air missiles', 'target': 'purple, brown, and green light aircraft'}"
2577,"{'heading': '180', 'target': 'brown, red, and green drone', 'tool': 'electromagnetic pulse'}","{'heading': '180', 'tool': 'electromagnetic pulse', 'target': 'brown, red, and green drone'}"
2578,"{'heading': '050', 'target': 'black, orange, and silver fighter jet', 'tool': 'interceptor jets'}","{'heading': '050', 'tool': 'interceptor jets', 'target': 'black, orange, and silver fighter jet'}"
2579,"{'heading': '130', 'target': 'grey fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '130', 'tool': 'electromagnetic pulse', 'target': 'grey fighter plane'}"
2580,"{'heading': '105', 'target': 'orange, grey, and green helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '105', 'tool': 'electromagnetic pulse', 'target': 'orange, grey, and green helicopter'}"
2581,"{'heading': '160', 'target': 'yellow and green helicopter', 'tool': 'machine gun'}","{'heading': '160', 'tool': 'machine gun', 'target': 'yellow and green helicopter'}"
2582,"{'heading': '090', 'target': 'purple and grey drone', 'tool': 'EMP'}","{'heading': '090', 'tool': 'emp', 'target': 'purple and grey drone'}"
2583,"{'heading': '360', 'target': 'blue and orange cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '360', 'tool': 'anti - air artillery', 'target': 'blue and orange cargo aircraft'}"
2584,"{'heading': '350', 'target': 'blue and red drone', 'tool': 'anti-air artillery'}","{'heading': '350', 'tool': 'anti - air artillery', 'target': 'blue and red drone'}"
2585,"{'heading': '150', 'target': 'purple, green, and white drone', 'tool': 'anti-air artillery'}","{'heading': '150', 'tool': 'anti - air artillery', 'target': 'purple, green, and white drone'}"
2586,"{'heading': '285', 'target': 'brown and blue fighter jet', 'tool': 'EMP'}","{'heading': '285', 'tool': 'emp', 'target': 'brown and blue fighter jet'}"
2587,"{'heading': '275', 'target': 'black fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '275', 'tool': 'electromagnetic pulse', 'target': 'black fighter jet'}"
2588,"{'heading': '175', 'target': 'red missile', 'tool': 'EMP'}","{'heading': '175', 'tool': 'emp', 'target': 'red missile'}"
2589,"{'heading': '245', 'target': 'blue and grey fighter plane', 'tool': 'anti-air artillery'}","{'heading': '245', 'tool': 'anti - air artillery', 'target': 'blue and grey fighter plane'}"
2590,"{'heading': '285', 'target': 'silver, orange, and grey fighter jet', 'tool': 'anti-air artillery'}","{'heading': '285', 'tool': 'anti - air artillery', 'target': 'silver, orange, and grey fighter jet'}"
2591,"{'heading': '050', 'target': 'grey and black drone', 'tool': 'electromagnetic pulse'}","{'heading': '050', 'tool': 'electromagnetic pulse', 'target': 'grey and black drone'}"
2592,"{'heading': '295', 'target': 'red and white fighter plane', 'tool': 'machine gun'}","{'heading': '295', 'tool': 'machine gun', 'target': 'red and white fighter plane'}"
2593,"{'heading': '095', 'target': 'red, brown, and grey commercial aircraft', 'tool': 'EMP'}","{'heading': '095', 'tool': 'emp', 'target': 'red, brown, and grey commercial aircraft'}"
2594,"{'heading': '360', 'target': 'yellow and black light aircraft', 'tool': 'EMP'}","{'heading': '360', 'tool': 'emp', 'target': 'yellow and black light aircraft'}"
2595,"{'heading': '030', 'target': 'brown drone', 'tool': 'anti-air artillery'}","{'heading': '030', 'tool': 'anti - air artillery', 'target': 'brown drone'}"
2596,"{'heading': '325', 'target': 'orange and yellow cargo aircraft', 'tool': 'EMP'}","{'heading': '325', 'tool': 'emp', 'target': 'orange and yellow cargo aircraft'}"
2597,"{'heading': '100', 'target': 'white, silver, and blue fighter plane', 'tool': 'anti-air artillery'}","{'heading': '100', 'tool': 'anti - air artillery', 'target': 'white, silver, and blue fighter plane'}"
2598,"{'heading': '350', 'target': 'green and black camouflage missile', 'tool': 'machine gun'}","{'heading': '350', 'tool': 'machine gun', 'target': 'green and black camouflage missile'}"
2599,"{'heading': '245', 'target': 'purple and brown missile', 'tool': 'surface-to-air missiles'}","{'heading': '245', 'tool': 'surface - to - air missiles', 'target': 'purple and brown missile'}"
2600,"{'heading': '260', 'target': 'purple light aircraft', 'tool': 'anti-air artillery'}","{'heading': '260', 'tool': 'anti - air artillery', 'target': 'purple light aircraft'}"
2601,"{'heading': '145', 'target': 'silver, brown, and black fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '145', 'tool': 'electromagnetic pulse', 'target': 'silver, brown, and black fighter jet'}"
2602,"{'heading': '160', 'target': 'yellow missile', 'tool': 'anti-air artillery'}","{'heading': '160', 'tool': 'anti - air artillery', 'target': 'yellow missile'}"
2603,"{'heading': '210', 'target': 'black, blue, and white missile', 'tool': 'surface-to-air missiles'}","{'heading': '210', 'tool': 'surface - to - air missiles', 'target': 'black, blue, and white missile'}"
2604,"{'heading': '055', 'target': 'red, yellow, and white commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '055', 'tool': 'anti - air artillery', 'target': 'red, yellow, and white commercial aircraft'}"
2605,"{'heading': '090', 'target': 'blue and red cargo aircraft', 'tool': 'EMP'}","{'heading': '090', 'tool': 'emp', 'target': 'blue and red cargo aircraft'}"
2606,"{'heading': '020', 'target': 'brown, orange, and blue drone', 'tool': 'electromagnetic pulse'}","{'heading': '020', 'tool': 'electromagnetic pulse', 'target': 'brown, orange, and blue drone'}"
2607,"{'heading': '235', 'target': 'green fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '235', 'tool': 'surface - to - air missiles', 'target': 'green fighter plane'}"
2608,"{'heading': '090', 'target': 'grey missile', 'tool': 'EMP'}","{'heading': '090', 'tool': 'emp', 'target': 'grey missile'}"
2609,"{'heading': '035', 'target': 'yellow, grey, and blue commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '035', 'tool': 'surface - to - air missiles', 'target': 'yellow, grey, and blue commercial aircraft'}"
2610,"{'heading': '065', 'target': 'yellow and grey fighter plane', 'tool': 'interceptor jets'}","{'heading': '065', 'tool': 'interceptor jets', 'target': 'yellow and grey fighter plane'}"
2611,"{'heading': '135', 'target': 'grey cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '135', 'tool': 'anti - air artillery', 'target': 'grey cargo aircraft'}"
2612,"{'heading': '025', 'target': 'red fighter plane', 'tool': 'interceptor jets'}","{'heading': '025', 'tool': 'interceptor jets', 'target': 'red fighter plane'}"
2613,"{'heading': '310', 'target': 'red cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '310', 'tool': 'surface - to - air missiles', 'target': 'red cargo aircraft'}"
2614,"{'heading': '110', 'target': 'red helicopter', 'tool': 'machine gun'}","{'heading': '110', 'tool': 'machine gun', 'target': 'red helicopter'}"
2615,"{'heading': '325', 'target': 'black and white commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '325', 'tool': 'surface - to - air missiles', 'target': 'black and white commercial aircraft'}"
2616,"{'heading': '035', 'target': 'black, purple, and brown commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '035', 'tool': 'anti - air artillery', 'target': 'black, purple, and brown commercial aircraft'}"
2617,"{'heading': '170', 'target': 'brown, silver, and orange commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '170', 'tool': 'interceptor jets', 'target': 'brown, silver, and orange commercial aircraft'}"
2618,"{'heading': '235', 'target': 'purple and red camouflage fighter jet', 'tool': 'EMP'}","{'heading': '235', 'tool': 'emp', 'target': 'purple and red camouflage fighter jet'}"
2619,"{'heading': '165', 'target': 'green and blue helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '165', 'tool': 'electromagnetic pulse', 'target': 'green and blue helicopter'}"
2620,"{'heading': '015', 'target': 'brown and silver cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '015', 'tool': 'surface - to - air missiles', 'target': 'brown and silver cargo aircraft'}"
2621,"{'heading': '065', 'target': 'white and orange light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '065', 'tool': 'surface - to - air missiles', 'target': 'white and orange light aircraft'}"
2622,"{'heading': '260', 'target': 'blue and orange missile', 'tool': 'EMP'}","{'heading': '260', 'tool': 'emp', 'target': 'blue and orange missile'}"
2623,"{'heading': '075', 'target': 'white drone', 'tool': 'surface-to-air missiles'}","{'heading': '075', 'tool': 'surface - to - air missiles', 'target': 'white drone'}"
2624,"{'heading': '035', 'target': 'silver light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '035', 'tool': 'electromagnetic pulse', 'target': 'silver light aircraft'}"
2625,"{'heading': '355', 'target': 'black helicopter', 'tool': 'EMP'}","{'heading': '355', 'tool': 'emp', 'target': 'black helicopter'}"
2626,"{'heading': '005', 'target': 'yellow and black drone', 'tool': 'EMP'}","{'heading': '005', 'tool': 'emp', 'target': 'yellow and black drone'}"
2627,"{'heading': '350', 'target': 'yellow fighter jet', 'tool': 'anti-air artillery'}","{'heading': '350', 'tool': 'anti - air artillery', 'target': 'yellow fighter jet'}"
2628,"{'heading': '235', 'target': 'yellow and red light aircraft', 'tool': 'EMP'}","{'heading': '235', 'tool': 'emp', 'target': 'yellow and red light aircraft'}"
2629,"{'heading': '045', 'target': 'orange, green, and white fighter plane', 'tool': 'anti-air artillery'}","{'heading': '045', 'tool': 'anti - air artillery', 'target': 'orange, green, and white fighter plane'}"
2630,"{'heading': '275', 'target': 'purple, green, and grey missile', 'tool': 'anti-air artillery'}","{'heading': '275', 'tool': 'anti - air artillery', 'target': 'purple, green, and grey missile'}"
2631,"{'heading': '015', 'target': 'silver helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '015', 'tool': 'surface - to - air missiles', 'target': 'silver helicopter'}"
2632,"{'heading': '170', 'target': 'grey fighter jet', 'tool': 'interceptor jets'}","{'heading': '170', 'tool': 'interceptor jets', 'target': 'grey fighter jet'}"
2633,"{'heading': '065', 'target': 'black fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '065', 'tool': 'surface - to - air missiles', 'target': 'black fighter plane'}"
2634,"{'heading': '100', 'target': 'brown, purple, and black light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '100', 'tool': 'surface - to - air missiles', 'target': 'brown, purple, and black light aircraft'}"
2635,"{'heading': '355', 'target': 'orange drone', 'tool': 'anti-air artillery'}","{'heading': '355', 'tool': 'anti - air artillery', 'target': 'orange drone'}"
2636,"{'heading': '275', 'target': 'red fighter plane', 'tool': 'machine gun'}","{'heading': '275', 'tool': 'machine gun', 'target': 'red fighter plane'}"
2637,"{'heading': '005', 'target': 'brown and silver camouflage drone', 'tool': 'machine gun'}","{'heading': '005', 'tool': 'machine gun', 'target': 'brown and silver camouflage drone'}"
2638,"{'heading': '190', 'target': 'brown, yellow, and orange commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '190', 'tool': 'electromagnetic pulse', 'target': 'brown, yellow, and orange commercial aircraft'}"
2639,"{'heading': '240', 'target': 'white, brown, and black light aircraft', 'tool': 'EMP'}","{'heading': '240', 'tool': 'emp', 'target': 'white, brown, and black light aircraft'}"
2640,"{'heading': '310', 'target': 'orange drone', 'tool': 'drone catcher'}","{'heading': '310', 'tool': 'drone catcher', 'target': 'orange drone'}"
2641,"{'heading': '255', 'target': 'brown missile', 'tool': 'machine gun'}","{'heading': '255', 'tool': 'machine gun', 'target': 'brown missile'}"
2642,"{'heading': '100', 'target': 'yellow and brown fighter plane', 'tool': 'EMP'}","{'heading': '100', 'tool': 'emp', 'target': 'yellow and brown fighter plane'}"
