key,transcript,prediction
3269,"Engage surface-to-air missiles, heading two one five, target white fighter jet. Ready to fire.", Engage surface to air missiles heading 215 target wide fighter jet ready to fire
3270,"Turret Tango, deploy EMP on yellow fighter jet, heading two zero five. Strike now.", Go to the right hand side.
3271,"Control Tower to air defense turrets, deploy machine gun, heading two seven five, engage blue, red, and green light aircraft."," Control tower to air defense turrets, deploy machine guns heading 275 and gate blue, red and green light aircraft."
3272,"Lock on target, silver, blue, and grey fighter plane. Engage with surface-to-air missiles. Heading two six zero. Fire at will."," Lock on target, silver, blue and grey, fighter plane. Engage with surface to air missile, heading to 600 fire at will."
3273,"Alpha and Bravo turrets, intercept and engage the blue and white cargo aircraft heading two eight five with interceptor jets. Maintain visuals and be prepared to strike when in range."," Asma and Robert Oren, people step on engaged the blue and white for worldcraft, heading to 85 with interceptor jets. May 10 visual and be prepared to try when you range."
3274,"Turret Bravo, engage the red fighter plane at heading one one five with anti-air artillery. Standby for confirmation.", Torrid Bravo and key Z-5ed plane at heading 115 with anti-air artillery. Stand by for confirmation.
3275,"Control to turrets, prepare to deploy EMP tool. Target is identified as the brown, silver, and orange fighter plane heading one three zero. Launch EMP now.", We are going to go to the toilet with the toilet and the toilet is going to be a good place to go to the toilet and the toilet is going to be a good place to go to the toilet and the toilet is going to be a good place to go to the toilet and the toilet is going to be a good place to go to the toilet and the toilet is going to be a good place to go to the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet and the toilet is going to go to the toilet and the toilet and the toilet is going to go to the toilet and the toilet and the toilet and the toilet is going to go to the toilet and the toilet and the toilet and the toilet and the toilet and the toilet and the toilet and the toilet and the toilet and the toilet and the toilet is going to go to the toilet and the toilet and the toilet and the toilet is going to go to the toilet and the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet and the toilet is going to go to the toilet and the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet is going to go to the toilet and the toilet and the toilet is going to go
3276,Control tower to air defense turrets. Deploy surface-to-air missiles. Target is a white and grey camouflage fighter jet heading zero two five. Engage immediately. Over.," The crew told us that if the battery had to relax, it would be better if the aircraft had a target, we had a white and a grey camouflage by the jet, having a hero to fly. Engaging immediately. Over."
3277,"Deploy machine gun, target black fighter jet, heading one four five."," Good fully machine gun, target black fighter jet heading 1 4 5."
3278,"Control to air defense turrets, set machine gun to heading zero zero five. Engage the brown and purple helicopter. Engage."," Control to add the current storage, set machine gun to heading 0 0 5, engage the brown and purple helicopter. Engage!"
3279,"Turret Charlie, heading three six zero, deploy EMP on orange, silver, and red fighter jet. Stand by for authorization to engage."," to a Charlie heading 360 to play EMP on orange, silver and red by the jet. Stand by for authorization to engage."
3280,"Engage white, silver, and purple commercial aircraft at heading zero niner five. Deploy surface-to-air missiles.", Engage white silver and purple commercial aircraft at heading 095. The full access to air missiles.
3281,Deploy anti-air artillery to target red and white helicopter at heading zero five zero., deploy anti-aratillary to target reg and white helicopter at heading 0.050
3282,"Air defense turret, prepare to deploy interceptor jets to intercept the orange and green fighter plane at heading one niner five. Standby for authorization to engage.", Add a defense turret. Prepare to deploy interceptor jets to intercept the orange and green fighter plane at heading 195. Stand by for authorization to engage.
3283,"Control here, deploy EMP at heading zero zero five. Engage the grey, brown, and green drone. Over.", Control here at deploy EMP at heading 0.05. Engage the grey brown and green brown over.
3284,"Air defense turrets, engage target, green and black missile, heading zero five five, deploy EMP.", Air defense turrets engage target green and black missiles heading 055 deploy EMP
3285,"Control to air defense turrets, prepare to engage target. Deploy electromagnetic pulse on silver cargo aircraft heading one six zero. Take action now. Over.", Control to add defense targets. Prepare to engage targets. Deploy electromagnetic pulse on Silvercargo aircraft heading 1-6-0. Take action now.
3286,"Control tower to air defense turrets, target is a yellow, white, and silver light aircraft heading one five zero. Deploy machine gun.", Control power to air dispensers. Target is a yellow white and silver light aircraft heading 150. The floor machine gun.
3287,"Tango turrets, deploy anti-air artillery, heading one zero zero, engage black and blue commercial aircraft."," Hangout to us, deploy and hear artillery heading 1-0-0. Engage black and blue commercial aircrafts."
3288,"Deploy machine gun, heading three three zero, engage purple, brown, and red helicopter."," Deploy machine gun, heading 330, engage purple, brown, and red helicopter."
3289,"Turret Bravo, target the orange missile at heading two two zero, deploy EMP.", Turret Bravo target the orange missile at heading 220 deploy EMP
3290,"Turret Juliet, engage the orange camouflage fighter jet at heading one two zero with the machine gun."," Turin-jule it, engage the orange camouflage fight on jet, heading 120 with the machine gun."
3291,"Control to air defense turrets, target is a black and blue camouflage missile heading two six five. Deploy anti-air artillery to intercept. Over.", Control to where defense target is a black and blue camouflage missile heading to 6.5. Deploy and the error artillery to intercept.
3292,"Control callsign, this is Control requesting immediate deployment of electromagnetic pulse on target at heading two two five, white and brown missile. Over.", Control call sign. This is Control requesting immediate deployment of electromagnetic pulse on target at heading 225 wide and brown missiles over.
3293,"Engage target, orange light aircraft, heading one six five, deploy electromagnetic pulse."," Engage target, always light aircraft heading 165. Deploy electromagnetic pulse."
3294,"Turret Mike, deploy the machine gun towards the silver and brown light aircraft at heading two two five. Standby for authorization to engage.", Taret Mike deploy the machine gun towards the silver and brown light aircraft at heading 225 standby for authorization to engage
3295,Target the brown helicopter at heading zero five five. Deploy electromagnetic pulse., Target the brown helicopter at heading 0-5-5. Deploy electromagnetic pulse.
3296,"Engage, purple, orange, and green missile, heading zero four zero with surface-to-air missiles."," Engage purple orange and green missile, heading 040 at surface to air missiles."
3297,"Activate anti-air artillery, target yellow, silver, and purple drone, heading zero eight zero. Standby for authorization to engage."," Activate and here are Killer-y, Target, Yellow, Silver and Purple from heading 0-8-0, standby for a 3-1-2-2-2."
3298,"Control tower to air defense turrets, engage target, brown fighter jet, heading three three zero, deploy machine gun."," Control power to air defense turrets, engage targets, ground fighter jets heading 3-3-0 to floor machine guns."
3299,"Control to air defense turrets, focus on heading one eight five. Prepare to engage grey, silver, and orange cargo aircraft. Deploy EMP tool immediately. Lock on target and await further instructions. Over."," Control to air descent status. Focus on heading 1-EAT fight. Prepare to engage 3, Super and Orange cargo aircraft. The floor is the MZ dual immediately. Lock on target and await further instructions. Over."
3300,"Control tower to turrets, this is Air Traffic Controller. Deploy EMP, heading zero two zero. Target is yellow fighter jet. Engage immediately.", Control tower to turrets. This is air traffic controller. Deploy EMP heading 0 to 0. Target is yellow fighter jet engaged immediately.
3301,"Turret Bravo, target the green missile at heading zero two zero, deploy machine gun.", Turret Bravo. Target the green missile at heading 020. Deploy machine gun.
3302,"Control to air defense turrets, prepare to engage silver and brown missile at heading zero five zero using anti-air artillery. Engage target. Over.", 1.2 to add the fine storage. Prepare to engage silver and brown missile at heading 0.50 using anti air artillery. Engage target over.
3303,"Turret Echo, deploy EMP tool at heading zero two zero to target green, purple, and silver fighter plane. Stand by for authorization to engage."," Download Echo, deploy EMP tool and heading 0 to 0 to target green purple and silver fighter plane. Stand by for authorization to engage."
3304,"Turret Bravo, lock on. Deploy electromagnetic pulse at heading two two zero. Target is brown and white drone. Engage."," started Bravo, off on the blue-eyed electromagnetic pulse, are heading to 220, target is brown and white-stroke in case."
3305,"Deploy anti-air artillery, target black fighter plane, heading two one zero.", Deployant air artillery target black fighter plane heading to 1.0
3306,"Control tower to turrets, target is a brown, grey, and silver helicopter on heading one four zero. Deploy EMP."," Control tower deterrence. Target is a brown, gray and silver helicopter on heading 1440. Deploy EMPs."
3307,"Turret Bravo, engage the silver, orange, and red fighter plane at heading zero six zero with anti-air artillery. Turret Bravo, firing now.", Carrot Bravo engaged the silver orange and red fighter plane and heading 0.60 with anti air artillery. Carrot Bravo firing now.
3308,"Control tower operator, deploy EMP on the silver, grey, and green fighter jet heading zero two zero."," Control tower operator, deploy EMP on the silver 3 and 3 fighter jet heading 0 to 0."
3309,"Engage target, green, purple, and silver fighter jet, heading one five zero, deploy anti-air artillery."," English not a green, purple and silver fight legit, setting one-five zero, it's really idea, actually."
3310,"Air defense turret, lock on target, black and blue helicopter, heading three zero five. Deploy surface-to-air missiles.", Air Defense Direct Lock 1 target Black and Blue Helicopter heading 305. Deploys surface to air misses.
3311,"Engage target, purple and red light aircraft, heading three one zero. Deploy anti-air artillery. Over."," Engage target, purple and red light aircraft heading 3-1-0, deploy anti-air artillery over."
3312,"Engage the orange, yellow, and white fighter plane at heading two two five, deploy surface-to-air missiles!"," Engage the orange yellow and white fighter plane, adhering 2 to 5, deploy surface to wear missiles."
3313,"Engage surface-to-air missiles, heading two seven zero, target brown and silver camouflage light aircraft."," Engage surface to air missiles, heading 270 target ground and silver camouflage light aircraft."
3314,"Control tower to air defense turrets, target red, purple, and brown missile at heading one four zero. Deploy electromagnetic pulse."," Control Tower to air defense turrets, target red, purple and brown missile, and heading 140. Deploy electromagnetic parts."
3315,"Control here, deploying anti-air artillery to heading one eight zero. Engage silver, orange, and green light aircraft. Fire at will.", I'm going to control you. Keep trying that I am until the read to head 180. I'll get you through the orange and green light aircraft. Fire at will.
3316,"Deploy interceptor jets to intercept the grey, white, and purple fighter plane heading zero niner five."," Deploy interceptor jets to intercept the gray, white, and purple fighter plane, heading 0-9 or 5."
3317,"Air defense turret, lock onto heading two three zero, engage surface-to-air missiles on the red and yellow drone. Target destroyed."," Add a pen scurret, lock onto heading to pre-zero. And take surface to air my files on the red and yellow drone. Target destroyed."
3318,"Turret Bravo, engage black camouflage drone at heading zero niner zero with anti-air artillery. Target locked. Fire at will.", Target Bravo. Engage Black camouflage drone at heading 0.9.0 with anti-air artillery. Target locked. Fire Act will.
3319,"Turret Alpha, target the orange and brown drone heading two four five, deploy surface-to-air missiles."," Target also. Target the orange and brown drone, heading to four sides. Deployes for access to air missiles."
3320,"Control to air defense turrets, we have a green fighter jet in our airspace. Deploy surface-to-air missiles on heading one four five. Take down the target swiftly and efficiently. Over.", Control to air defense targets. We have a green fighter jet in our airspace. Deploy surface to air missiles on heading 1.5. Take down the target to a speed and efficiency over.
3321,Engage silver and green cargo aircraft with surface-to-air missiles. Heading one niner zero., Engage silver and green cargo aircraft with surface to air missiles. Head in 1-9-0
3322,"Control Tower to turrets, deploy surface-to-air missiles, heading one seven five. Target is purple and brown fighter jet. Engage immediately.", Control power to turrets deploy surface air missiles heading 175. Target is purple and ground fighter jets. Engage immediately.
3323,"Control to air defense turrets, prepare to deploy electromagnetic pulse tool on heading two five zero. Target is brown camouflage fighter jet. Engage when ready. Execute."," Control to air defense turret, prepare to deploy electromagnetic pulse to launch a game 2.5.0, target is ground camera flash fighter jet, engage when ready, execute."
3324,"Air defense turret, direct heading three zero five. Deploy EMP on yellow, black, and green fighter plane. Take immediate action."," Add a send star at direct heading 305. Deploy EMP on yellow, black and green fight-up lane take immediate action."
3325,"Control tower to air defense turrets, target orange, yellow, and grey cargo aircraft at heading three five zero, deploy anti-air artillery."," Control tower to air the fence tower, target orange, yellow and grey cargo aircraft at heading 3-5-0. Deploy anti air artillery."
3326,"Turret Bravo, deploy anti-air artillery on orange and green missile heading one seven zero."," Third Bravo, the fully anti-air artillery on Orange and Green Missile heading 170."
3327,"Control to all turrets, we have incoming green, grey, and yellow light aircraft at heading three four zero. Deploy machine gun to engage the target. Keep a vigilant watch on the enemy's movements."," Control to all turrets. We have incoming green, grey and yellow light aircraft at heading 340. The Bloim machine gun to engage the target. Keep a vigilant watch on the enemy's movements."
3328,"Air defense turret, prepare to deploy EMP targeting purple, orange, and blue cargo aircraft at heading zero zero five. Engage when ready."," Here, different started. Prepare to deploy the MP-Daxxing for performance and 2.0 aircraft at heading 0.05. Engage when ready."
3329,"Turret Romeo, deploy electromagnetic pulse on brown, grey, and orange helicopter at heading zero five five. Stand by for confirmation."," Current Romeo deploy electromagnetic poles on brown, gray and orange helicopter at heading 055. Can buy for confirmation."
3330,"Control tower to air defense turrets, engage target at heading zero two five, silver missile, deploy machine gun.", Control tower to air defense target. Engage target at heading 0 to 5. Silver missile to blow in machine guns.
3331,"Control broadcasting, prepare to deploy interceptor jets to heading one five five. Target is a blue fighter plane. Repeat, deploy interceptor jets to heading one five five. Target is a blue fighter plane. Standby for further instructions. Control out.", Control Broadcasting prepared to deploy interceptor jets to heading 155. Target is a blue fighter plane. Repeat deploy interceptor jets to heading 155. Target is a blue fighter plane standby for further instructions. Control out.
3332,"Deploy machine gun to intercept silver, red, and orange missile heading one seven zero."," deploy machine gun to intercept silver, red and orange missiles heading 170."
3333,"Engage electromagnetic pulse, target purple helicopter, heading one eight five.", End-jade electromagnetic pulse target for helicopter heading 1-8-5.
3334,"Engage enemy target, red, blue, and silver fighter jet, heading two niner zero, deploy machine gun."," Engage enemy target, red blue and silver fighter jet, heading to 9 or 0 deploy machine gun."
3335,"Turret Bravo, intercept the orange, silver, and grey fighter plane heading one five zero with interceptor jets. Turret Charlie, be ready to support. Over."," Turret Bravo, intercept the orange silver and grey fight of plane heading 1-5-0 within the head of the jet. Turret Charlie be ready to support Mover."
3336,"Bravo turret, deploy electromagnetic pulse at heading two three five, on orange fighter jet. Target locked. Engage.", The Pro Electromagnetic Pulse at heading 235 on Orange Fighter Jet target lock engage.
3337,"Deploy surface-to-air missiles, target red, green, and black light aircraft, heading three one zero. Engage and neutralize the threat immediately."," The blue is so fast to air missiles. Target sets, green and blacklight aircraft. Setting 3-1-0. Indeed, I neutralized the threads immediately."
3338,"Control to turrets, prepare to deploy EMP on heading two one five towards the yellow missile. Engage when ready. Over."," Control to current, prepare to deploy EMP on heading 215 towards the enemy. Engage when ready, over."
3339,"Air defense turret, adjust heading to three three zero. Deploy machine gun on target, blue helicopter.", Air defense turret are just heading to 3-3-0. The Blue Hellicopter.
3340,"Control to air defense turrets, heading one eight zero, target is a red and yellow helicopter, deploy surface-to-air missiles. Lock on target and fire at will. Over."," Control to air defense turrets, heading 180 target to the red and yellow helicopter. Deploy surface to air missile. Low contact target and fire at width. Over."
3341,"Air defense turret, target the white, grey, and silver drone heading one four five, deploying electromagnetic pulse. Strike authorized."," air defense turret target the white grey and silver drone heading 1,4,5, deploying electromagnetic pulse strike what right?"
3342,"Control to air defense turrets, be advised, heading zero three five. Deploy surface-to-air missiles against purple and blue fighter jet. Over.", Control to air defense turrets be advised heading 035. Deploy surface to air missiles against purple and blue fight eject over.
3343,"Turret Echo, deploy EMP on a heading of two zero zero, target is yellow and orange fighter jet.", That is the cool. Deploy EMP on the heading of 2000. Target is yellow and orange fighters yet.
3344,"Control to air defense turrets, deploy surface-to-air missiles towards heading zero two zero. Target the brown missile. Prepare to engage. Over."," Control to add defense turrets, deploy surface to add missiles towards heading 0 to 0, target the ground missiles, prepare to engage."
3345,"Engage target, black drone, heading zero eight zero. Deploy anti-air artillery."," You can get a target, black zone, heading 0-E-0, deploy and create a delivery."
3346,"Control tower to air defense turrets, deploy anti-air artillery. Target is an orange fighter jet heading zero five zero. Engage immediately.", Control tower to air defense targets deploy anti air artillery. Target is an orange fighter jet heading 0-5-0 engage immediately.
3347,Engage the yellow fighter plane at heading one seven five with EMP., Engage the yellow-sided base at heading 175 with BMP.
3348,Initiate electromagnetic pulse sequence on heading zero one five. Target the yellow camouflage missile. Engage at will., Initiate electromagnetic pulse sequence on heading 015. Target the yellow camouflage missiles. Engage it well.
3349,"Control tower to air defense turrets, deploy electromagnetic pulse. Target the silver, green, and purple drone. Heading three two five. Lock on and fire."," Control tower to air defense turrets deploy electromagnetic pulse. Target the silver, green and purple drone. Tedding 3 2 5 lock-ons and fire."
3350,"Control to air defense turrets, prepare to deploy electromagnetic pulse. Heading one six five, target is an orange cargo aircraft. Engage when ready. Over."," Control to add the send stars, prepare to deploy electromagnetic pulse. Heading 165 target is an orange cargo aircraft engaged when ready. Over."
3351,"Control tower to turrets, target orange, grey, and white drone at heading two eight five, deploy anti-air artillery.", The crew tower to tour a target for an accurate and accurate heading to 8.5. Deploy at the air artillery.
3352,"Attention all air defense turrets, prepare to engage. Deploy surface-to-air missiles. Target is a purple and orange fighter jet heading zero niner zero. Take necessary measures to neutralize the threat. Maintain alert status.", Attention all air defense turrets prepare to engage deploy surface to air missiles. Target is a purple and orange fighter jet heading 0-9 or 0. Take necessary measures to neutralize the threat maintain a large pattern.
3353,"Turrets, prepare to deploy EMP. Target is a silver, black, and brown helicopter heading two eight five. Engage.", Direct prepare to deploy EMP target is a silver black and brown helicopter heading 285 engage
3354,"Engage target, brown and yellow drone, heading two two zero, deploy machine gun."," In-game, start with Brown and Yellowstone, heading 2-2-3 to deploy machine gun."
3355,"Engage target, green fighter jet, at heading zero two zero with machine gun fire.", Engage target green find a jet and heading 0 to 0 with machine gun fire.
3356,"Target the blue, brown, and silver helicopter heading two three five. Deploy EMP.", Talkin' to Blue Brown. I don't know how to talk the heading to the refire. Deploying here.
3357,"Control tower to turrets, deploy surface-to-air missiles at heading zero one zero. Target is silver and black cargo aircraft. Launch immediately.", Control tower to storage. Deploy surface to air missiles at heading 0-1-0. Target a silver and black cargo aircraft. Don't immediate.
3358,"Turret Bravo, deploy EMP at heading zero six zero for the blue and orange fighter plane. Target locked, awaiting confirmation."," Direct Bravo, Deploy, T&P at heading 060 for the blue and orange Pica P. Target Lock, a waiting confirmation."
3359,Prepare to deploy electromagnetic pulse against blue and purple commercial aircraft heading one one five. Stand by for authorization to engage., Prepare to deploy an electromagnetic pulse against blue and purple commercial aircraft heading one one size standby for authorization to engage
3360,Deploy machine gun to target the red and brown drone heading two niner zero., Deploy machine going to target the red and brown drone heading to Ninerfield.
3361,"Turret Tango, engage the blue and grey fighter plane at bearing two four five with the machine gun."," Torreque Tango, engage the blue and gray fighter plane at bearing 245 with the machine gun."
3362,"Control to anti-air artillery turrets, prepare to engage target identified as brown camouflage cargo aircraft heading three four five. Deploy anti-air artillery and eliminate the threat. Repeat, engage the aircraft with anti-air artillery. Over."," Control to anti-air artillery targets. Prepare to engage target. Identify as ground camouflage cargo aircrafts, the heading 3-4-5. Deploy anti-air artillery and eliminate the threat. Repeat. Engage the aircraft with anti-air artillery. Over."
3363,"Control tower to interceptor jets, scramble immediately. Intercept green camouflage commercial aircraft. Heading three five zero. Proceed with caution."," Control power to intercept a jet scramble immediately. In the set-screen camouflage commercial aircraft, heading 350 will see it with caution."
3364,"Control tower to air defense turrets, deploy electromagnetic pulse on heading three four five, targeting black and red missile."," Control tower to air defense turrets deploy in electromagnetic pulse on heading 3, 4, 5, targeting black and red missiles."
3365,"Deploy machine gun on heading two one zero, engage white and orange fighter jet.", the toy machine got on heading to a zero-engaged white and orange right-of-chat.
3366,"Control tower to interceptor jets, this is Tower Command. Scramble to intercept a purple and brown fighter plane heading one zero five. Engage and neutralize the target immediately."," Control tower to intercept a jet, this is tower command, scramble to intercept a propellant ground fighter plane, heading 105. Engage and neutralize the target immediately."
3367,"Deploy EMP, heading one one zero, target orange and white missile."," deploy ENP, heading 11-0 target orange and white missiles."
3368,Control tower to defense turrets. Deploy EMP on the brown and blue helicopter heading one one zero., Control tower to defense turns. Deploy EMP on the brown and blue helicopter heading 110.
3369,"Control to turrets, deploy the drone catcher tool against the purple drone at heading two five five. Stand by for interception. Over."," Control the turrets, deploy the drone capture tool against the purple throne at heading 255 and by for interception over."
3370,Engage orange commercial aircraft at heading zero three five with surface-to-air missiles., Engage orange commercial aircraft and getting 035 with surface to air missile.
3371,"Control to all turrets, attention please. Incoming hostile target identified as an orange and white missile, heading two six five. Deploy machine gun immediately to intercept and neutralize. That is all."," Control to auto its attention please incoming hostile target identified as an orange and white missile heading 265, deploy machine gun immediately to intercept and neutralize. That is all."
3372,"Control here, deploy electromagnetic pulse to engage the orange, silver, and yellow drone at heading one four zero. Lock on target and prepare for activation. Over."," Control here, deploy electromagnetic pulse to engage the orange silver and yellow drone at heading 1.20.0. Lock on target and prepare for activation."
3373,"Engage target, grey, red, and green missile, with electromagnetic pulse, heading two five zero."," Engage target, grey, red and green missile with electromagnetic pulse heading to 5-0."
3374,"Turret Alpha, engage the silver, grey, and green fighter jet with surface-to-air missiles. Heading zero six zero."," Carrot alpha engage the silver, grey and green fighter jet with surface to air missiles. Heading 060."
3375,Deploy interceptor jets to heading two zero five to intercept the grey cargo aircraft.," Deploy intercept the jets, do heading 205 to intercept the gray cargo aircraft."
3376,"Control tower to air defense turrets, engage target, white and yellow light aircraft, at heading three zero zero, deploy anti-air artillery."," The crew tower to air defense at her ex-engaged target, white and yellow like aircraft, and heading 3-0-0, deploy at night air artillery."
3377,"Engage, silver and red cargo aircraft, bearing zero one zero, deploy surface-to-air missiles."," and gave Silver and Red Cargo aircraft bearing 0-1-0, deploy surface to end the size."
3378,Control speaking. Deploy an EMP for the blue and black light aircraft at heading zero five zero. Engage target immediately. Over., Control-speaking deploy an EMP for the blue and black light aircraft at heading 050 engage target immediately over
3379,"Engage target, green light aircraft, heading two three five. Deploy EMP."," Engaged Target, green light aircraft, heading two three five, before EMT."
3380,"Activate surface-to-air missiles, heading three one zero, target yellow, grey, and orange fighter plane."," Activate surface to air missiles. Cading 3-1-0 targets, yellow, gray and orange fighter planes."
3381,"Turret Bravo, surface-to-air missiles, heading one four five, engage orange, green, and white commercial aircraft. Turret Lima and Turret Delta, standby for further instructions."," Turret Bravo surface the air missiles, heading 145 engaged, orange, green, and white commercial aircraft. Turret Mima and Turret Delta, standby for further instruction."
3382,"Engage, green, orange, and grey cargo aircraft with surface-to-air missiles. Heading two three zero."," Engage green, orange, and gray cargo aircraft with surface to air this time."
3383,"Control to air defense turrets, prepare to deploy interceptor jets on heading one three five. Target is green and grey fighter plane. Deploy interceptor jets immediately. Over.", Control to where Defense turrets prepare to deploy interceptor jets on heading 135. Target is green and gray fighter plane. Deploy interceptor jets immediately over.
3384,"Engage silver and grey commercial aircraft, deploy EMP, heading zero eight zero."," Engage silver and grey commercial aircraft, deploy EMP 1880"
3385,Engage purple fighter jet at heading two four zero using machine gun., Engage purple phy-dot-jet at heading 240 using machine gun.
3386,"Bravo and Delta, intercept purple and brown fighter plane at heading zero three five using interceptor jets. Standby for further instructions.", Bravo and Delta. Intercept Purple and Brown fight a plane at heading 035 using Intercept project. Stand by for further instruction.
3387,"Air Defense Turret, we have a blue and black fighter plane as the target. Deploy interceptor jets to intercept at heading three three zero. Lock on and engage."," At the sense turret, we have a blue and black fighter plane as a target. The plot intercept the test to intercept a heading 3.0, block on an endgame."
3388,"Deploy electromagnetic pulse towards heading two three zero, target the green and orange drone.", Deploy electromagnetic ports towards heading 230. Talk at the green and orange drone.
3389,"Control to air defense turrets, this is an urgent situation. Deploy electromagnetic pulse in the direction one four zero to take down the green cargo aircraft. Swift and precise action is required. Over.", Control to air defense current. This is an urgent situation. The blow-electromagnetic pulse in the direction 140 to take down the green cargo aircraft. Swift and precise action is required over.
3390,"Turret Alpha, deploy interceptor jets to intercept the black, silver, and red commercial aircraft heading zero two five."," Start it alpha, deploy Interceptor Jet to intercept the flux, silver and red commercial aircraft heading 0 to 5."
3391,"Engage target, red drone, at heading three three zero with electromagnetic pulse.", Engage target red drone at any 3-3-0 with electromagnetic pulse.
3392,"Engage target, blue and black light aircraft, heading three one zero, with surface-to-air missiles."," Engage a target, blue and black light are pressed. Headings 3-1-0 with surface to air."
3393,"Activate EMP, heading zero two five, target brown fighter plane."," Activate empty heading 025, target ground fighter plane."
3394,"Control tower to air defense turrets, target is a black, yellow, and grey missile heading three two zero. Deploy surface-to-air missiles.", Control tower to air to air storage. Target is a blackie yellow and gray sound heading 3 to 0. Deploy service to air missiles.
3395,"Tower to air defense turrets, deploy interceptor jets to intercept a grey and brown commercial aircraft heading zero two five.", Now we're to air defense studies. Deploying the safety of jets to intercept the free and ground commercial aircraft heading zero to five.
3396,"Control to turrets, initiate machine gun protocol towards heading two eight zero. Target is a green helicopter. Engage and neutralize the threat. Over."," Control to turret, initiate machine gun protocol towards heading 280, target as a green helicopter, engage and neutralize the threat over."
3397,"Control to turrets, update heading to three six zero degrees. Deploy surface-to-air missiles on blue commercial aircraft. Take necessary precautions. Over."," Control tutorial update heading to 360 degrees. It's like surface to air missiles on two commercial aircraft, taking a certain precaution. Over."
3398,"Turret Mike, deploy machine gun on heading two two five, target blue, black, and purple fighter plane."," Start at mics, if lo and machine gun on herding, 2 to 5, start getting blue, black and purple, fight at play."
3399,"Turret Bravo, engage green cargo aircraft heading zero seven five with anti-air artillery."," Carrot Bravo, Engage Green Cargo Aircraft Heading Zero 7-5 with Anti Airaculary."
3400,"Deploy electromagnetic pulse on white, silver, and orange missile heading zero six zero.", deploy electromagnetic files on WIPE Silver and Orange missile heading 060.
3401,"Control here, deploy interceptor jets to engage an orange and grey fighter plane heading zero niner zero. Engage and neutralize the target swiftly. Over.", Control here deploy interceptor jets to engage and orange and gray fighter plane heading 0.9 or 0 engage and neutralize the target swept over.
3402,"Delta, prepare to deploy EMP at heading two eight five on the white and blue camouflage helicopter."," Delta, Prepare to deploy EMP at heading 285 on the white and blue camouflage helicopter."
3403,"Deploy electromagnetic pulse at heading three two zero, target the silver, green, and brown fighter jet.", Deploy electromagnetic pulse at heading 320 target the silver green and brown fighter jet.
3404,"Lock onto target, grey missile, at heading zero zero five. Deploy anti-air artillery to intercept."," Lock onto target, frame the size, accessing 005. The flowy and key are actually recruiting to sense."
3405,"Engage target at heading one six five, red and orange camouflage light aircraft. Deploy surface-to-air missiles.", Engage target at heading 165. Red and orange camouflage light aircraft deploy surface to air missile.
3406,"Turret Foxtrot, lock onto white and black cargo aircraft heading two zero zero, engage with surface-to-air missiles.", and the correct soft shot. Lock onto wide and black cargo aircraft heading 200 and gave the surface to air missiles.
3407,"Engage target heading one niner zero, deploy surface-to-air missiles, engage white, silver, and purple cargo aircraft."," In these target heavy, 1-9-0-0, the floor is surface to end the silence. In these lights, there is an un-forposed cargo aircraft."
3408,"Turret Alpha, prepare to engage the blue missile at heading two three five with surface-to-air missiles. Stand by for orders."," Alright, Alpha, prepare to engage the blueism and heading 2-3-5 with self-incaremation. Stand by for orders."
3409,"Engage target, white cargo aircraft, heading one six five, deploy EMP."," Engage target, white cargo aircraft hitting 165 deploy EMP."
3410,"Air defense turret, adjust heading to two three zero. Deploy EMP on red, grey, and brown cargo aircraft."," Air-dvent storage are just heading to 230. They're pro-IDMP on red, gray and brown cargo aircraft."
3411,"Turret Charlie, target the red, blue, and brown cargo aircraft heading two two five. Deploy surface-to-air missiles.", Direct Charlie target the red blue and brown cargo aircraft heading 225 deploy surface to air missiles
3412,"Activate electromagnetic pulse system, heading zero one zero. Target orange cargo aircraft. Engage."," Activate Electromagnetic Pulse System, heading 010 target Orange Cargo Aircraft Engage."
3413,"Control Tower to air defense turrets, deploy interceptor jets. Heading zero seven zero. Target is silver commercial aircraft. Engage immediately.", Control tower to add the sensor storage deployed in the sector jet heading 07-0 target is silver commercial aircraft engaged immediately.
3414,"Engage target, yellow and red helicopter, at heading three three zero, deploy machine gun."," Engage target, yellow and red helicopter at heading 3-3-0, deploy machine gun."
3415,"Control to all turrets, priority target is a black drone at heading two six zero. Deploy anti-air artillery immediately. Engage the target and neutralize with extreme prejudice. Repeat, engage the black drone at two six zero with anti-air artillery. Over.", Control to Altaris. Priority target is a black drone as heading 260. Deploy anti-air artillery immediately. Engage the target and neutralize with extreme prejudice. Repeat. Engage the black drone as 260 with anti-air artillery over.
